未利用地登録年度,番号,所在（区）,町丁目,地番,街区番号,面積（㎡）,土地所管局,財産名称,現状,活用方針,分類基準,処分目途,貸付等の活用状況,備考,マップナビおおさかへのリンク,住居表示,緯度,経度,ジオコード精度
2009,1155‐2,平野区,平野市町３丁目,1‐15,11番,392,建設局,京町公園,空地,事業予定地,基準８,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=705,大阪府大阪市平野区平野市町３丁目11番,34.625751,135.558624,街区番号
2009,1153,平野区,平野市町３丁目,48‐1,12番,80,教育委員会,もと平野青少年会館,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=569,大阪府大阪市平野区平野市町３丁目12番,34.625156,135.558914,街区番号
2009,1160,西成区,北津守３丁目,76‐1外,3番,1117,福祉局,もと平和湯,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=279,大阪府大阪市西成区北津守３丁目3番,34.651333,135.483536,街区番号
2009,1162,西成区,鶴見橋３丁目,3‐22外,6番,486,福祉局,もと鶴見橋温泉,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=278,大阪府大阪市西成区鶴見橋３丁目6番,34.646339,135.488098,街区番号
2009,1166,西成区,長橋３丁目,5‐3外,5番,898,こども青少年局,もと長橋第６保育所（北側）,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=365,大阪府大阪市西成区長橋３丁目5番,34.64753,135.488159,街区番号
2009,1171,和泉市,伯太町３丁目,161‐1外,13番,32267,福祉局,もと信太山老人ホーム,建物あり,処分検討地,基準２,A,貸付不可,,,大阪府大阪市和泉市伯太町３丁目13番,34.69389,135.502228,街区番号
2010,1178,都島区,都島中通２丁目,28‐2外,21番,427,建設局,都島公園,広場,事業予定地,基準８,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=426,大阪府大阪市都島区都島中通２丁目21番,34.70509,135.531174,街区番号
2010,1225‐1,浪速区,浪速東３丁目,7‐24内外,11番,3681,都市整備局,浪速第5住宅,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=653,大阪府大阪市浪速区浪速東３丁目11番,34.654572,135.488998,街区番号
2010,1235‐1,生野区,生野東１丁目,29‐18外,1番,1939,都市整備局（住環境整備課）,生野東第1・第2住宅地区改良事業用地,駐車場,事業予定地,基準７,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=223,大阪府大阪市生野区生野東１丁目1番,34.6507,135.531311,街区番号
2010,1266,西成区,中開３丁目,7‐4,6番,194,市民局,もと西成地区公共施設建設用地,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=282,大阪府大阪市西成区中開３丁目6番,34.651794,135.48642,街区番号
2011,1275,西区,川口２丁目,41内,4番,422,大阪港湾局（管財課）,港湾局賃貸地（西）,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=274,大阪府大阪市西区川口２丁目4番,34.682934,135.48082,街区番号
2011,1295,港区,弁天１丁目,5‐1,5番,19408,教育委員会,もと市岡商業高等学校,建物あり,処分検討地,基準２,A,活用中,港区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=65,大阪府大阪市港区弁天１丁目5番,34.669109,135.45874,街区番号
2011,1310,天王寺区,逢阪１丁目,99外,3番,354,建設局,夕陽丘公園,駐車場,事業予定地,基準８,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=415,大阪府大阪市天王寺区逢阪１丁目3番,34.654182,135.511078,街区番号
2011,1319,浪速区,浪速東３丁目,11外,11番,1379,都市整備局,浪速第5住宅,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=610,大阪府大阪市浪速区浪速東３丁目11番,34.654572,135.488998,街区番号
2011,1330,東淀川区,西淡路２丁目,3‐4内,3番,1075,福祉局,もと軽費老人ホーム日之出荘・地域活動支援プラザ新大阪,建物あり,処分検討地,基準２,B,貸付不可,東淀川区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=466,大阪府大阪市東淀川区西淡路２丁目3番,34.735493,135.505875,街区番号
2011,1333‐1,生野区,生野東１丁目,20‐23外,9番,1385,都市整備局（住環境整備課）,生野東第１・第２住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=198,大阪府大阪市生野区生野東１丁目9番,34.649853,135.5327,街区番号
2011,1354,西成区,旭３丁目,9‐10,2番,47,都市整備局（住環境整備課）,旭住宅地区改良事業,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=283,大阪府大阪市西成区旭３丁目2番,34.64476,135.489212,街区番号
2011,1356,西成区,長橋２丁目,28‐9外,4番,335,都市整備局,長橋住宅,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=284,大阪府大阪市西成区長橋２丁目4番,34.648434,135.491745,街区番号
2012,1360,北区,曽根崎２丁目,9‐10,10番,1174,経済戦略局,もと小売市場施設（北区曽根崎）,空地,処分検討地,基準２,A,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=586,大阪府大阪市北区曽根崎２丁目10番,34.70079,135.501648,街区番号
2012,1367,此花区,西九条２丁目,16,8番,246,都市整備局,西九条住宅,駐車場,処分検討地,基準２,A,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=82,大阪府大阪市此花区西九条２丁目8番,34.680016,135.465576,街区番号
2012,1400,淀川区,木川東４丁目,59‐3外,11番,212,環境局,もと共同利用施設（木川センター）,建物あり,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=599,大阪府大阪市淀川区木川東４丁目11番,34.727516,135.491974,街区番号
2012,1404,生野区,生野東３丁目,30‐5外,2番,1490,都市整備局（住環境整備課）,生野東第１・第２住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=206,大阪府大阪市生野区生野東３丁目2番,34.650616,135.533112,街区番号
2012,1414‐1,平野区,瓜破西３丁目,479‐3外,10番外,26302,都市整備局,瓜破西住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=573,大阪府大阪市平野区瓜破西３丁目10番外,34.600025,135.546783,街区番号
2012,1414‐2,平野区,瓜破西３丁目,512‐6,13番,3451,都市整備局,瓜破西住宅,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=818,大阪府大阪市平野区瓜破西３丁目13番,34.600197,135.544846,街区番号
2012,1419,西成区,旭３丁目,4‐2外,2番,93,都市整備局（住環境整備課）,旭住宅改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=288,大阪府大阪市西成区旭３丁目2番,34.64476,135.489212,街区番号
2013,1468,天王寺区,生玉町,4‐29外,5番,188,建設局,道路（天王寺）（管財課）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=416,大阪府大阪市天王寺区生玉町5番,34.663658,135.513763,街区番号
2013,1478,東淀川区,西淡路１丁目,11‐2,11番,247,経済戦略局,もと運送業振興施設,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=469,大阪府大阪市東淀川区西淡路１丁目11番,34.738323,135.505844,街区番号
2013,1481,東淀川区,東中島４丁目,817‐4内,12番,882,都市整備局,もと東中島住宅,駐車場,処分検討地,基準２,A,活用中,東淀川区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=471,大阪府大阪市東淀川区東中島４丁目12番,34.734146,135.506699,街区番号
2013,1480,東淀川区,東中島４丁目,817‐6,12番,89,都市整備局,日之出第4住宅,空地,処分検討地,基準２,A,貸付不可,東淀川区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=470,大阪府大阪市東淀川区東中島４丁目12番,34.734146,135.506699,街区番号
2013,1483,生野区,生野東１丁目,39‐1外,5番,1306,都市整備局（住環境整備課）,生野東第１・第２住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=215,大阪府大阪市生野区生野東１丁目5番,34.650581,135.532227,街区番号
2013,1484‐1,旭区,生江３丁目,138‐2外,28番,1471,都市整備局,生江住宅,空地,処分検討地,基準２,A,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=39,大阪府大阪市旭区生江３丁目28番,34.728958,135.535873,街区番号
2013,1504,東住吉区,山坂５丁目,35内外,15番,257,環境局,もと松原霊園,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=460,大阪府大阪市東住吉区山坂５丁目15番,34.615654,135.519516,街区番号
2013,1507,平野区,加美鞍作１丁目,44‐1,9番,449,建設局,道路（平野）（管財課）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=526,大阪府大阪市平野区加美鞍作１丁目9番,34.625889,135.564835,街区番号
2013,1509‐1,西成区,北津守１丁目,21‐4,1番,330,都市整備局,津守東住宅,駐車場,処分検討地,基準２,A,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=290,大阪府大阪市西成区北津守１丁目1番,34.656258,135.484543,街区番号
2013,1510,西成区,長橋２丁目,28‐6外,4番,49,都市整備局,長橋住宅,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=291,大阪府大阪市西成区長橋２丁目4番,34.648434,135.491745,街区番号
2013,1516,三重県伊賀市,下柘植字長尾谷,3478‐１外,,534606,こども青少年局,伊賀青少年の家,建物あり,処分検討地,基準２,B,貸付可能,,,大阪府大阪市三重県伊賀市下柘植字長尾谷,34.69389,135.502228,街区番号
2014,1519,福島区,野田３丁目,99‐1,2番,198,契約管財局,野田用地,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=524,大阪府大阪市福島区野田３丁目2番,34.687969,135.476883,街区番号
2014,1545,浪速区,立葉２丁目,7,2番,6115,教育委員会,もと立葉小学校,建物あり,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=613,大阪府大阪市浪速区立葉２丁目2番,34.664814,135.484955,街区番号
2014,1549‐1,浪速区,浪速東３丁目,7‐24内,11番,1693,都市整備局,浪速第5住宅,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=614,大阪府大阪市浪速区浪速東３丁目11番,34.654572,135.488998,街区番号
2014,1557,生野区,生野東３丁目,33‐8外,2番,489,都市整備局（住環境整備課）,生野東第１住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=224,大阪府大阪市生野区生野東３丁目2番,34.650616,135.533112,街区番号
2014,1565,住吉区,浅香１丁目,82‐1内外,1番,890,都市整備局,浅香第2住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=116,大阪府大阪市住吉区浅香１丁目1番,34.591682,135.512344,街区番号
2014,1566,住吉区,浅香１丁目,90‐2内外,2番,2289,都市整備局,浅香第2住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=117,大阪府大阪市住吉区浅香１丁目2番,34.591492,135.512634,街区番号
2014,1571,平野区,長吉長原東３丁目,1371内外,8番,3463,都市整備局,長吉長原東第4住宅,空地,事業予定地,基準７,,貸付可能,平野区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=544,大阪府大阪市平野区長吉長原東３丁目8番,34.601166,135.577759,街区番号
2015,1601,天王寺区,筆ヶ崎町,15‐21外,2番,441,建設局,廃道（天王寺）,空地,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=417,大阪府大阪市天王寺区筆ヶ崎町2番,34.663403,135.526886,街区番号
2015,1606,浪速区,塩草１丁目,1‐2外,1番,2273,教育委員会,もと難波特別支援学校,運動場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=625,大阪府大阪市浪速区塩草１丁目1番,34.662128,135.491135,街区番号
2015,1609,淀川区,加島１丁目,352‐1内外,59番,536,都市整備局,加島住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=603,大阪府大阪市淀川区加島１丁目59番,34.727768,135.459106,街区番号
2015,1615‐1,東淀川区,小松５丁目,36‐4内,6番,464,都市整備局,もと小松南住宅,工事ヤード,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=481,大阪府大阪市東淀川区小松５丁目6番,34.754162,135.547501,街区番号
2015,1620,生野区,生野東３丁目,30 ‐3外,2番外,1290,都市整備局（住環境整備課）,生野東第１住宅地区改良事業用地,駐車場,事業予定地,基準７,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=229,大阪府大阪市生野区生野東３丁目2番外,34.650616,135.533112,街区番号
2015,1627‐1,東住吉区,住道矢田３丁目,14‐4,2番,5340,都市整備局,矢田住道住宅,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=432,大阪府大阪市東住吉区住道矢田３丁目2番,34.599461,135.53273,街区番号
2015,1629‐1,平野区,長吉長原西３丁目,6‐2内,6番,1971,都市整備局,長吉長原西第2住宅,空地,事業予定地,基準７,,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=539,大阪府大阪市平野区長吉長原西３丁目6番,34.601551,135.565506,街区番号
2015,1630,西成区,旭３丁目,3‐8外,2番,35,都市整備局（住環境整備課）,旭住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=293,大阪府大阪市西成区旭３丁目2番,34.64476,135.489212,街区番号
2015,1631,西成区,北津守３丁目,90‐9,9番,3066,都市整備局,北津守第3住宅,工事ヤード,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=294,大阪府大阪市西成区北津守３丁目9番,34.650517,135.480438,街区番号
2015,1632,西成区,津守３丁目,118‐1,1番,1878,こども青少年局,もと津守幼稚園,建物あり,処分検討地,基準２,A,貸付不可,西成区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=295,大阪府大阪市西成区津守３丁目1番,34.639351,135.483963,街区番号
2015,1633,西成区,津守３丁目,118‐1外,1番,9866,教育委員会,もと津守小学校,建物あり,処分検討地,基準２,A,貸付不可,西成区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=296,大阪府大阪市西成区津守３丁目1番,34.639351,135.483963,街区番号
2015,1634,西成区,天下茶屋１丁目,15,17番,4981,教育委員会,もと今宮小学校,建物あり,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=298,大阪府大阪市西成区天下茶屋１丁目17番,34.642246,135.500046,街区番号
2015,1637,西成区,花園北２丁目,3‐8外,16番,5340,教育委員会,もと弘治小学校,建物あり,事業予定地,基準９,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=297,大阪府大阪市西成区花園北２丁目16番,34.643871,135.496948,街区番号
2016,1648,此花区,桜島３丁目,36‐6,3番,116,大阪港湾局（管財課）,港湾局賃貸地（此花・一般）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=84,大阪府大阪市此花区桜島３丁目3番,34.662872,135.429337,街区番号
2016,1652‐1,此花区,常吉２丁目,2‐120内,10番,889,大阪港湾局（管財課）,港湾局賃貸地（此花・一般）,空地,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=70,大阪府大阪市此花区常吉２丁目10番,34.671982,135.410934,街区番号
2016,1652‐3,此花区,常吉２丁目,2‐124内,10番,3925,大阪港湾局（管財課）,港湾局賃貸地（此花・一般）,空地,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=819,大阪府大阪市此花区常吉２丁目10番,34.671982,135.410934,街区番号
2016,1652‐2,此花区,常吉２丁目,2‐125,10番,3081,大阪港湾局（管財課）,港湾局賃貸地（此花・一般）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=820,大阪府大阪市此花区常吉２丁目10番,34.671982,135.410934,街区番号
2016,1656,此花区,北港２丁目,3‐1内外,3番外,394,大阪港湾局（管財課）,港湾局賃貸地（此花・港営）,配管用地,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=69,大阪府大阪市此花区北港２丁目3番外,34.664295,135.417709,街区番号
2016,1662,西区,川口２丁目,37‐1内外,5番,373,大阪港湾局（管財課）,港湾局賃貸地（西）,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=275,大阪府大阪市西区川口２丁目5番,34.681973,135.480255,街区番号
2016,1663,西区,川口２丁目,41内,1番,137,大阪港湾局（管財課）,港湾局賃貸地（西）,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=276,大阪府大阪市西区川口２丁目1番,34.683094,135.480515,街区番号
2016,1664,西区,川口２丁目,41内,4番,183,大阪港湾局（管財課）,港湾局賃貸地（西）,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=277,大阪府大阪市西区川口２丁目4番,34.682934,135.48082,街区番号
2016,1666,港区,海岸通３丁目,3‐2内,3番,338,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,空地,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=45,大阪府大阪市港区海岸通３丁目3番,34.65036,135.439819,街区番号
2016,1667,港区,海岸通３丁目,3‐2内,3番,239,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,空地,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=52,大阪府大阪市港区海岸通３丁目3番,34.65036,135.439819,街区番号
2016,1672,港区,海岸通４丁目,1‐11内,1番,277,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,通路,処分検討地,基準２,A,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=47,大阪府大阪市港区海岸通４丁目1番,34.648655,135.447708,街区番号
2016,1680,港区,港晴２丁目,12‐1内,12番,277,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=51,大阪府大阪市港区港晴２丁目12番,34.654602,135.441086,街区番号
2016,1681,港区,港晴２丁目,13‐5,13番,213,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,資材、車両置場外,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=53,大阪府大阪市港区港晴２丁目13番,34.654861,135.441299,街区番号
2016,1673,港区,港晴２丁目,14‐7,14番,413,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=48,大阪府大阪市港区港晴２丁目14番,34.653877,135.442795,街区番号
2016,1682,港区,港晴５丁目,2‐101,2番,321,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,資材、車両置場外,処分検討地,基準２,A,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=54,大阪府大阪市港区港晴５丁目2番,34.658039,135.438599,街区番号
2016,1677,港区,福崎２丁目,10‐9内,10番,530,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,空地,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=66,大阪府大阪市港区福崎２丁目10番,34.64986,135.449738,街区番号
2016,1678,港区,福崎２丁目,9‐12内,9番,126,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,駐車場、物置,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=67,大阪府大阪市港区福崎２丁目9番,34.651726,135.450302,街区番号
2016,1679,港区,弁天６丁目,7‐9,7番,215,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,車両置き場及び物品置き場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=50,大阪府大阪市港区弁天６丁目7番,34.67218,135.452896,街区番号
2016,1686,港区,八幡屋４丁目,8‐3内,8番,388,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=55,大阪府大阪市港区八幡屋４丁目8番,34.651314,135.446808,街区番号
2016,1699,大正区,南恩加島５丁目,13‐5外,13番,254,大阪港湾局（管財課）,港湾局賃貸地（大正・一般）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=378,大阪府大阪市大正区南恩加島５丁目13番,34.641232,135.464005,街区番号
2016,1702,浪速区,浪速西１丁目,100‐1外,13番,2700,教育委員会,もと難波特別支援学校なにわ高等特別支援学校,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=619,大阪府大阪市浪速区浪速西１丁目13番,34.658714,135.485367,街区番号
2016,1703,浪速区,浪速西１丁目,2‐1,3番,3546,浪速区役所,西南地域活性化拠点施設,建物あり,継続保有地,基準４,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=621,大阪府大阪市浪速区浪速西１丁目3番,34.658493,135.487885,街区番号
2016,1704‐1,浪速区,日本橋３丁目,38‐6,2番,741,教育委員会,もと日本橋小学校,空地,事業予定地,基準８,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=622,大阪府大阪市浪速区日本橋３丁目2番,34.661915,135.507263,街区番号
2016,1704‐2,浪速区,日本橋３丁目,38‐14,2番,3901,浪速区役所,日本橋地域防災拠点,建物あり,事業予定地,基準９,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=856,大阪府大阪市浪速区日本橋３丁目2番,34.661915,135.507263,街区番号
